#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Pokedex Entry
495,Snivy,Grass,,308,45,45,55,45,55,63,5,False,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,Servine,Grass,,413,60,60,75,60,75,83,5,False,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,Serperior,Grass,,528,75,75,95,75,95,113,5,False,It can stop its opponents' movements with just a glare. It takes in solar energy and boosts it internally.
498,Tepig,Fire,,308,65,63,45,45,45,45,5,False,It can deftly dodge its foe's attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,Oshawott,Water,,308,55,55,45,63,45,45,5,False,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,Dewott,Water,,413,75,75,60,83,60,60,5,False,Strict training is how it learns its flowing double-scalchop technique.
503,Samurott,Water,,528,95,100,85,108,70,70,5,False,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,Patrat,Normal,,255,45,55,39,35,39,42,5,False,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,Watchog,Normal,,420,60,85,69,60,69,77,5,False,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,Lillipup,Normal,,275,45,60,45,25,45,55,5,False,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokemon flees."
507,Herdier,Normal,,370,65,80,65,35,65,60,5,False,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,Stoutland,Normal,,500,85,110,90,45,90,80,5,False,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
509,Purrloin,Dark,,281,41,50,37,50,37,66,5,False,"They steal from people for fun, but their victims can't help but forgive them. Their deceptively cute act is perfect."
510,Liepard,Dark,,446,64,88,50,88,50,106,5,False,These Pokemon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.
511,Pansage,Grass,,316,50,53,48,53,48,64,5,False,This Pokemon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.
512,Simisage,Grass,,498,75,98,63,98,63,101,5,False,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,Pansear,Fire,,316,50,53,48,53,48,64,5,False,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries."
514,Simisear,Fire,,498,75,98,63,98,63,101,5,False,It loves sweets because they become energy for the fire burning inside its body.
515,Panpour,Water,,316,50,53,48,53,48,64,5,False,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,Simipour,Water,,498,75,98,63,98,63,101,5,False,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail."
517,Munna,Psychic,,292,76,25,45,67,55,24,5,False,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
518,Musharna,Psychic,,487,116,55,85,107,95,29,5,False,The mist emanating from their foreheads is packed with the dreams of people and Pokemon.
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,"Each follows its Trainer's orders as best it can, but they sometimes fail to understand complicated commands."
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,It can return to its Trainer's location regardless of the distance separating them.
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,Males swing their head plumage to threaten opponents. The females' flying abilities surpass those of the males.
522,Blitzle,Electric,,295,45,60,32,50,32,76,5,False,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.
523,Zebstrika,Electric,,497,75,100,63,80,63,116,5,False,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,Roggenrola,Rock,,280,55,75,85,25,25,15,5,False,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel."
525,Boldore,Rock,,390,70,105,105,50,40,20,5,False,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves."
526,Gigalith,Rock,,515,85,135,130,60,80,25,5,False,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
529,Drilbur,Ground,,328,60,85,40,30,45,68,5,False,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.
531,Audino,Normal,,445,103,60,86,60,86,50,5,False,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,Timburr,Fighting,,305,75,80,55,25,35,35,5,False,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,False,This Pokemon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,False,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago."
535,Tympole,Water,,294,50,50,40,50,40,64,5,False,They warn others of danger by vibrating their cheeks to create a high-pitched sound.
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land."
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,Fighting,,465,120,100,85,30,85,45,5,False,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts."
539,Sawk,Fighting,,465,75,125,75,30,75,85,5,False,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,"Upon finding a small Pokemon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk."
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,"Its bite injects a potent poison, enough to paralyze large bird Pokemon that try to prey on it."
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies."
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker."
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Petilil,Grass,,280,45,35,50,70,50,30,5,False,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.
549,Lilligant,Grass,,480,70,60,75,110,75,90,5,False,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokemon is popular with celebrities.
550,Basculin,Water,,460,70,92,65,80,55,98,5,False,"Red and blue Basculin get along so poorly, they'll start fighting instantly. These Pokemon are very hostile."
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,Darumaka,Fire,,315,70,90,45,15,45,50,5,False,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep."
555,Darmanitan,Fire,,480,105,140,55,30,55,95,5,False,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch."
556,Maractus,Grass,,461,75,86,67,106,67,60,5,False,It uses an up-tempo song and dance to drive away the bird Pokemon that prey on its flower seeds.
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,This Pokemon can easily melt holes in hard rocks with a liquid secreted from its mouth.
558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,False,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck."
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast."
562,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,"Restored from a fossil, this Pokemon can dive to depths beyond half a mile."
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,"Said to be an ancestor of bird Pokemon, they were unable to fly and moved about by hopping from one branch to another."
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight."
568,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.
570,Zorua,Dark,,330,40,65,40,80,40,65,5,False,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child."
571,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,Bonds between these Pokemon are very strong. It protects the safety of its pack by tricking its opponents.
572,Minccino,Normal,,300,55,50,40,40,40,75,5,False,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,They use hypnosis to control people and Pokemon. Tales of Gothorita leading people astray are told in every corner.
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,These bird Pokemon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,"Snowy mountains are this Pokemon's habitat. During an ancient ice age, they moved to southern areas."
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,They migrate according to the seasons. People can tell the season by looking at Sawsbuck's horns.
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,The energy made in its cheeks' electric pouches is stored inside its membrane and released while it is gliding.
588,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,These mysterious Pokemon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,"It lures people in with its Poke Ball pattern, then releases poison spores. Why it resembles a Poke Ball is unknown."
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,"It lures prey close by dancing and waving its arm caps, which resemble Poke Balls, in a swaying motion."
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,"The fate of the ships and crew that wander into Jellicent's habitat: all sunken, all lost, all vanished."
594,Alomomola,Water,,470,165,75,80,40,45,65,5,False,The special membrane enveloping Alomomola has the ability to heal wounds.
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,Klink,Steel,,300,40,55,70,45,60,30,5,False,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,Klang,Steel,,440,60,80,95,70,85,50,5,False,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,"While one alone doesn't have much power, a chain of many Tynamo can be as powerful as lightning."
603,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,"It uses its strong psychic power to squeeze its opponent's brain, causing unendurable headaches."
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,"It can manipulate an opponent's memory. Apparently, it communicates by flashing its three different-colored fingers."
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,"Litwick shines a light that absorbs the life energy of people and Pokemon, which becomes the fuel that it burns."
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,"This ominous Pokemon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,Axew,Dragon,,320,46,87,60,30,40,57,5,False,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they've been fighting."
612,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,Beartic,Ice,,485,95,110,80,70,80,50,5,False,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,Cryogonal,Ice,,485,70,50,30,95,135,105,5,False,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,Shelmet,Bug,,305,50,40,85,40,65,25,5,False,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,Accelgor,Bug,,495,80,70,40,100,60,145,5,False,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Mienshao,Fighting,,510,65,125,60,95,60,105,5,False,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,Druddigon,Dragon,,485,77,120,90,60,90,48,5,False,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,"Blades comprise this Pokemon's entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,"This brutal Pokemon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,"This Pokemon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,"When volcanic ash darkened the atmosphere, it is said that Volcarona's fire provided a replacement for the sun."
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,Tornadus,Flying,,580,79,115,70,125,80,111,5,True,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,5,True,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,True,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,False,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,5,False,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."